right_id,title,category,price_gbp
R0334,Dirty Dive Bar 1,Romance,40.83
R0082,A la Mode,Food and Drink,38.61
R0483,Kill the Boy Band,Young Adult,15.52
R0408,"Naruto (3-in-1 Edition) Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",Sequential Art,38.39
R0623,Murder at the 42nd Street Library,Mystery,62.31
R0641,Give I'll You the Snu,Default,56.48
R0196,Harry Potter  the Ordre of the Phoenix Harry Potter 5,Fantasy,34.1
R0452,How Immunity,Science,54.17
R0570,Poisonous Max Revere Novels 3,Mystery,26.86
R0280,Big Little Lies,Fiction,25.36
R0676,A aWlk to Remember,Romance,63.19
R0353,Icing Aces Hockey 2,Sports and Games,40.44
R0529,Love Twenty Poems ad a Song of Despair,Poetry,32.95
R0299,"Note, Death Vol. 6",Sequential Art,36.26
R0197,the Delivering Truth (Quaker Midwife Mystery #1),Mystery,20.89
R0090,Literature The Book (Big Ideas Simpl Explained),Nonfiction,17.43
R0375,Marketing Online for Busy uAthors,,46.35
R0396,Louisa,Biography,16.85
R0557,Deep Under,Romance,47.09
R0038,Harry Potter and the Prisoner of Azkaban Harry Potter 3,Young Adult,22.98
R0511,Giver The,Default,12.3
R0678,V for Vendetta V for Vendetta Complete,Default,42.27
R0372,Can You Keep  aSecret?,,19.29
R0412,Hystopia,Fiction,21.96
R0580,In HerW ake,Thriller,13.9
R0481,Career of Evil,Mystery,25.48
R0713,The Devil Wears Prada,,44.29
R0213,Killing Floor,Thriller,32.24
R0620,We the People,Nonfiction,31.95
R0704,The Quiet,Default,40.6
R0264,Lawyer Rogue,Add a comment,47.04
R0379,"Lean In: Women, Work, an dthe Will to Lead",Default,21.36
R0300,Girl in the Blue Coat,Historical Fiction,46.26
R0571,Set Me Free,Young Adult,17.46
R0070,Big Magic Creative Living Beyond Fear,Nonfiction,30.71
R0144,The Road to Little Dribbling Adventures of an American in Britain Notes From a Small Island 2,Travel,24.95
R0170,"Gun Pop War, vol. 1: Gift",Psychology,17.42
R0297,"The Coming Woman: A Novel aBsed on the Life of the Infamous Feminist, Victoria Woodhull",Art,17.06
R0203,Call the Nusre,Nonfiction,32.09
R0331,City of Fallen Angels,Default,12.79
R0281,From Far True Promise Falls Trilogy 2,Thriller,34.93
R0079,Lady Renegades (Rebel Bell #3),Young Adult,50.14
R0266,Tastes Like Fear,Mystery,9.46
R0577,The Tipping Point,Add a comment,10.64
R0524,The Genius of Birds,Nonfiction,15.23
R0429,Throwing Rocks at the Google Bus How Growth Became the Enemy of Prosperity,Nonfiction,31.12
R0341,The Nicomachean Ethisc,Philosophy,36.34
R0004,Girl Hungry Clean Hungry Easy AllNatural Recipes for Healthy Eating in the Real World,Food and Drink,33.14
R0021,The Sranger,Philosophy,17.44
R0059,"Saga, vol. 5",Sequential Art,46.23
R0583,Some Women,Womens Fiction,14.46
R0189,M Train,,30.76
R0409,Green 10-Day Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Health,49.71
R0741,Reasons to tay Alive,Nonfiction,27.87
R0532,A Kierkegaard: Christian Missionary to Christians,Philosophy,46.04
R0310,Raymie Nightingale,Young Adult,34.9
R0283,1/122/63,Fiction,48.52
R0131,A Series of Catastrophes and Miracles A True Story of Love Science and Cancer,Add a comment,54.52
R0480,Red The True Story of Red Riding Hood,Childrens,27.15
R0466,My Kitchen Year 136 Recipes That Saved My Life,Food and Drink,10.55
R0695,Purpose The Driven Life,Add a comment,37.44
R0616,Shopaholic  Baby Shopaholic 5,Default,39.95
R0462,Scott Pilgrims Precious Little Life Scott Pilgrim 1,Sequential Art,56.12
R0094,The Elephnt Tree,,23.28
R0225,The Prodigy Graphic Novel Legend The Graphic Novel 2,Sequential Art,39.1
R0309,"How Unbound: Eight Technologies Made Us Human, Transormed Society, & Brought Our World to the Brink",,25.52
R0448,Wishes Three (River of Time: California #1),Science Fiction,41.05
R0232,The Bette Davis Club,Fiction,30.66
R0358,The Suffragettes Little Black Classics 96,Nonfiction,11.89
R0471,"Vol. Outcast, 1",Sequential Art,17.11
R0554,Shadows of the Past (Logan Point #1),Christian Fiction,41.73
R0671,"Saga, Volume 3",Sequential Art,21.84
R0241,Rewokr,Business,44.88
R0493,Autobiography The of Malcolm X,Default,24.96
R0689,Meer Christianity,Add a comment,48.51
R0733,A Light ni the Attic,Poetry,59.35
R0491,Riot Midnight,,55.46
R0084,Testament The of Mary,,52.67
R0226,Love: Crazy Overwhelmed by a Relentless God,Christian,47.72
R0060,Lady Midnight,Default,16.28
R0369,"Lamb: The Gospel Acording to Biff, Christ's Childhood Pal",Humor,52.23
R0649,Forget Don't Steven,Young Adult,34.1
R0034,"We Are Robin, Vol. 1",Sequential Art,59.36
R0490,Snowflake: Suzie One beautiful flake (a self-esteem story),Novels,59.57
R0277,Taking Shots (Assassins #1),Default,17.45
R0054,"eWicked Th + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",Sequential Art,13.22
R0349,Seven Brief Lessons on Physics,Science,30.6
R0709,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Childrens,46.34
R0211,The Goldficnh,Default,48.33
R0444,The Good Gilr,Default,45.6
R0547,"Night Frdiay Lights: A Town, a Team, and a Dream",,49.84
R0332,Colors Vogue A to Z A Fashion Coloring Book,Default,52.99
R0454,The Joy of Cooking,Add a comment,38.64
R0076,"Black Butler, Vol. 1",Academic,49.31
R0108,Glittering The Court,Fantasy,44.28
R0647,A Gathering of Shadows,Fantasy,44.81
R0250,The Demon-Hauntd World: Science as a Candle in the Dark,Music,52.25
R0420,Murder The of Roger Ackroyd (Hercule Poirot #4),Mystery,44.1
R0667,Suddenly in Love Lake Haven 1,Romance,63.36
R0727,Having the Barbarians Baby Ice Planet Barbarians 75,,36.03
R0212,The Past Never Ends,,56.5
R0063,Red Teh Tent,Historical Fiction,33.45
R0393,A ummer In Europe,Travel,44.16
R0272,Silent The Sister,Fiction,46.29
R0619,Myriad Prentor 1,Science Fiction,58.75
R0453,Power The of Habit: Wy We Do What We Do in Life and Business,Default,16.24
R0269,Ajin,Fiction,57.06
R0045,Dracula the Un-Dead,Horror,35.63
R0415,Auymi's Violin,Default,15.48
R0629,Hyperbole and a Half,Humor,14.75
R0136,"Saga, Volume 2",Sequential Art,12.04
R0381,am I a Hero Omnibus vol. 1,Sequential Art,54.63
R0274,Confessions of a Shopaholic,Default,48.94
R0699,Kindle Paperwhite User's Guide,Nonfiction,29.94
R0543,Midnight The Watch A Novel of the Titanic and the Californian,Add a comment,30.06
R0397,Frostbite,Young Adult,29.99
R0424,Becoming Wise: nA Inquiry into the Mystery and Art of Living,Nonfiction,27.43
R0374,Lowriders to the Center of the Earth Lowriders in Space 2,Sequential Art,57.67
R0003,Seven Days in the Art World,Add a comment,46.37
R0010,Are You a Badass,Self Help,11.11
R0073,to Heir the Sky,Fantasy,44.07
R0460,Gutsy The Girl Escapades for Your Life of Epic Adventure,Nonfiction,33.58
R0506,"On, Carry Warrior:T houghts on Life Unarmed",Default,32.55
R0246,"Jellyfish Princess 2-in-1 Omnibus, Vol. 01",Sequential Art,12.62
R0680,and Lies Other Acts of ove,Fiction,45.14
R0267,over Glory Everything Beyond The Kitchen House,Historical Fiction,48.09
R0426,Harry Potter & the Chamber of Secrets,Fantasy,16.38
R0153,Hate I Fairyland Vol 1 Madly Ever After I Hate Fairyland Compilations 15,,29.97
R0740,Everydata,,54.35
R0702,H is for Hawk,Nonfiction,64.9
R0289,and Art Fear Observations on the Perils and Rewards of Artamking,Art,48.63
R0348,Dark Notes,Parenting,20.34
R0325,Diary of a Citizen Scientist: Chasing Tiger Beetles & Other New Ways of Engaging the World,Science,28.41
R0479,Future Shock Future Shock 1,Young Adult,55.65
R0630,Fake Original,Sequential Art,31.45
R0556,Tenty Yawns,Childrens,19.1
R0487,with Travels Charley,Nonfiction,64.16
R0016,1st & 1st (Five Boroughs #3),Romance,16.73
R0192,Are We All Completely Beside Ourselvse,Contemporary,26.58
R0715,The Restaurant at the End of the Universe Hitchhikers Guide to the Galaxy 2,Science Fiction,11.15
R0029,This One Sumer,Sequential Art,19.49
R0230,Dog Shoe,Business,23.99
R0586,Mother Can You Not,Nonfiction,15.69
R0329,Shrunken Treasures Literary Classics Short Sweet and Silly,Childrens,59.96
R0526,WorldW ithout End,Romance,32.97
R0664,See America,Travel,54.19
R0001,Untitled Collection Sabbath Poems 2014,Poetry,12.43
R0219,Great The Railway Bazaar,Travel,31.36
R0675,The Wild Robot,Childrens,56.07
R0597,A Walk in the Woods,Nonfiction,33.05
R0253,The Murder That Never Was (Forensic Instincts #5),Fiction,60.97
R0238,Library of Soul s(Miss Peregrine’s Peculiar Children #3),Young Adult,48.56
R0437,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,Food and Drink,37.34
R0191,Bhagava The dGita,Religion,57.49
R0519,The Age of Genius,History,18.03
R0523,Satrlark,Historical Fiction,27.83
R0217,The Lonely City,Nonfiction,33.26
R0610,The Mathews Men: Seven Brothers and the War Against Hitler' U-boats,History,38.81
R0494,Cinder,Young Adult,23.37
R0343,The Silkworm Cormoran Strike 2,Mystery,20.7
R0142,A Game of Thrones ( ASong of Ice and Fire #1),Add a comment,46.42
R0488,Batan,,36.5
R0717,The Bad-Ass Librarians of Timbuktu,Add a comment,15.77
R0505,Rise The and Fall of the ThirdR eich,,39.57
R0430,Chase Me Paris Ngihts 2,Romance,25.27
R0154,Happiness Catastrophic,Parenting,37.35
R0064,Blue Something (Darcy & Rachl #2),Womens Fiction,54.62
R0592,A Girl's Guide to Moving On (New Beginnings #2),Romance,33.55
R0617,Crossover The,Poetry,37.26
R0604,Outlander Voyager 3,Historical Fiction,21.44
R0097,Mice Of and Men,,47.22
R0602,Demonists The,Fantasy,45.62
R0721,Grayson Will Will Grayson Will Grayson Will Grayson,Young Adult,54.26
R0160,"Sot, Run, Run: The Ethics of Keeping Pets",Philosophy,22.05
R0163,A Gentlemans Positoin Society of Gentlemen 3,Music,14.75
R0376,Secret The Healer,Historical Fiction,32.42
R0563,Playing with Fire,Mystery,13.71
R0718,Under the Tuscan Sun,Travel,38.48
R0040,Poses for Artists vol. 1 - Dynamic & Sitting Poses,,41.06
R0298,ThePicture of Dorian Gray,Classics,29.7
R0275,Long The Haul,Humor,42.45
R0668,Death by Leisure A Cautionary Tle,Erotica,37.51
R0030,Dark Lover,Young Adult,12.87
R0099,"Vampire Knight, Vol. 1 (Vampire Knight #1)",Paranormal,17.55
R0282,eBar The and the Piano,Childrens,33.83
R0270,Alice in Wonderland,Classics,50.35
R0724,to 1st Die,Mystery,45.96
R0179,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, & Lead",,19.43
R0455,It,Horror,21.81
R0475,Life After Life,Default,24.39
R0048,Anonmous,,46.82
R0567,Blue Lily Lily Blue,Religion,34.13
R0544,Haters The,Young Adult,29.51
R0439,City of Bones The Mortal Instruments 1,Default,43.28
R0342,Siddhartha,Fiction,39.14
R0410,The Bone Hunters (Lexy Vauhgan & Steven Macaulay #2),Thriller,59.71
R0635,In the Country We Love My FamilyD ivided,Nonfiction,22.0
R0502,"Giant Days, Vol. 2",Sequential Art,23.71
R0712,Little The Prince,Classics,49.65
R0014,Hide Away (Eve Duncan #20),Mystery,11.84
R0478,Stiff: The Curious Lives of Hmuan Cadavers,,36.74
R0296,Are Toddlers Ahole Its Not Your Fault,Humor,25.55
R0127,Where She Went,Young Adult,41.73
R0382,Deliciously Ella Every Day Quick & Easy Recipes for GlutenFree Snacks Packed Luncehs & Simple Meals,Food and Drink,38.46
R0268,Girl Vapire,Fantasy,61.75
R0411,5th The Wave,Default,13.17
R0165,Leaves Ship Harbor Essays on Travel by a Recovering Journeyman,Default,27.13
R0484,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’ sPeculiar Children #1),Default,11.51
R0469,Searching for Meaning in Gailana,Self Help,34.63
R0042,the Tell Wolves I'm Home,Young Adult,50.96
R0195,7 The Habits of Highly Effective Peple,Default,34.18
R0167,the For Love: Fighting for Grace in a World of Impossible Standards,Romance,45.13
R0688,The Love and Lemons Cookbook,Food and Drink,33.65
R0378,Her Backup Boyfriend (The Sorensen Family #1),Romance,28.96
R0224,Sense The of an Ending,Add a comment,32.31
R0083,StarTouched The Queen,Fantasy,51.6
R0404,Girl With a Pearl Earring,New Adult,27.08
R0588,Blood Defense Samantha Brinkman 1,Mystery,20.3
R0228,Eleanor & Park,Default,48.82
R0423,Bunring,Young Adult,31.54
R0591,Me Tell Three Things,Young Adult,38.95
R0017,Alight (The Generations Trilogy #2),Default,58.59
R0151,The Gray Rhino,Add a comment,65.27
R0565,Loney The,Horror,23.4
R0159,Borders Witohut (Wanderlove #1),New Adult,42.61
R0651,Daredevils,Fiction,18.05
R0043,A People's Histry of the United States,Add a comment,37.09
R0606,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Biography,36.48
R0508,Bachelor The Girls Guide to Murder,Mystery,52.08
R0351,Meternity,,37.3
R0340,"Sing iNghtingale,",Young Adult,38.28
R0461,Secret The Garden,Classics,15.08
R0183,That Love Boy,,22.07
R0531,Vol. Lumberjanes 3,Nonfiction,19.39
R0395,Fabric The of the Cosmos,Science,57.26
R0495,Swell,Nonfiction,41.03
R0252,Steve Jobs,Default,39.5
R0315,Logan Kade,Academic,13.12
R0124,Ender's Game T(he Ender Quintet #1),Default,43.64
R0255,The Communist Manifesto,Add a comment,14.76
R0496,Got I've Your Number,Womens Fiction,19.69
R0391,Buying In: The Secret Dialogue Betwee nWhat We Buy & Who We Are,Nonfiction,37.8
R0223,Boys Two Kissnig,Young Adult,32.74
R0581,Rubbed Done Out Reightman  Bailey 1,Default,38.93
R0145,The Catcher in the Rye,Add a comment,20.91
R0748,Adams John,Add a comment,54.38
R0690,Cookies The Cups Cookbook 25 sweet savory recipes reminding you to Always Eat Dessert First,Food and Drink,40.3
R0696,The Trhee Searches Meaning and the Story,,12.94
R0002,Fruits Basket Vol 5 Fruits Basket 5,Sequential Art,14.33
R0316,The New Brand You,Default,44.05
R0539,of LifePi,Default,14.05
R0000,The Constant Princess The Tudor Court 1,Historical Fiction,16.62
R0710,The Dovekeepers,Add a comment,48.78
R0388,The Husbands Secret,,58.67
R0036,Agnostic A Spirited Manifesto,,12.51
R0176,Quench Your Own Thirst: Buisness Lessons Learned Over a Beer or Two,,43.14
R0218,Awkward,Sequential Art,32.76
R0109,You (You #1),Thriller,43.61
R0041,sLot Salem,Horror,50.91
R0069,Lila Gilead 3,Fiction,12.47
R0031,Shard A of Ice,Fantasy,63.55
R0639,Mrs .Houdini,,33.33
R0242,Artof The War,Default,33.34
R0161,Blink: ThePower of Thinking Without Thinking,Nonfiction,21.01
R0665,Recipes Cravings: for What You Want to Eat,Food and Drink,20.5
R0528,Fool Me Once,Default,16.4
R0708,& Lust Wonder,Autobiography,11.87
