title,title_key,category,upc,rating_stars,price_listing_gbp,price_excl_tax_gbp,price_incl_tax_gbp,tax_gbp,stock_count,in_stock,review_count,description_words,detail_url
Finders Keepers (Bill Hodges Trilogy #2),finders keepers bill hodges trilogy 2,Fiction,edb3097e71330040,5,53.53,53.53,53.53,0.0,15,True,0,283,https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html
"Fables, Vol. 1: Legends in Exile (Fables #1)",fables vol 1 legends in exile fables 1,Sequential Art,65d034adf80834b7,4,41.62,41.62,41.62,0.0,15,True,0,166,https://books.toscrape.com/catalogue/fables-vol-1-legends-in-exile-fables-1_806/index.html
Eureka Trivia 6.0,eureka trivia 6 0,Default,29c0025455f8c585,4,54.59,54.59,54.59,0.0,15,True,0,267,https://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html
Drive: The Surprising Truth About What Motivates Us,drive the surprising truth about what motivates us,Default,6ffb36aaeff1c81e,4,34.95,34.95,34.95,0.0,15,True,0,280,https://books.toscrape.com/catalogue/drive-the-surprising-truth-about-what-motivates-us_804/index.html
Done Rubbed Out (Reightman & Bailey #1),done rubbed out reightman bailey 1,Default,f6d967cdadc6fbd9,5,37.72,37.72,37.72,0.0,15,True,0,265,https://books.toscrape.com/catalogue/done-rubbed-out-reightman-bailey-1_803/index.html
Doing It Over (Most Likely To #1),doing it over most likely to 1,Romance,3a11bb962ff45b78,3,35.61,35.61,35.61,0.0,15,True,0,219,https://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",deliciously ella every day quick and easy recipes for gluten free snacks packed lunches and simple meals,Food and Drink,46c1530d7546ea6d,3,42.16,42.16,42.16,0.0,15,True,0,285,https://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html
Dark Notes,dark notes,Erotica,88c21fcd38e2486e,5,19.19,19.19,19.19,0.0,15,True,0,151,https://books.toscrape.com/catalogue/dark-notes_800/index.html
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",daring greatly how the courage to be vulnerable transforms the way we live love parent and lead,Nonfiction,3b9a3b4624b7fd6d,3,19.43,19.43,19.43,0.0,15,True,0,299,https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html
Close to You,close to you,Christian Fiction,a57b1dcbd6849222,4,49.46,49.46,49.46,0.0,15,True,0,383,https://books.toscrape.com/catalogue/close-to-you_798/index.html
Chasing Heaven: What Dying Taught Me About Living,chasing heaven what dying taught me about living,Spirituality,513271dadc1322ae,2,37.8,37.8,37.8,0.0,15,True,0,333,https://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html
Big Magic: Creative Living Beyond Fear,big magic creative living beyond fear,Nonfiction,1f329c2e7d7de8bd,3,30.8,30.8,30.8,0.0,15,True,0,232,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html
Becoming Wise: An Inquiry into the Mystery and Art of Living,becoming wise an inquiry into the mystery and art of living,Nonfiction,919e7cb2269a25d2,2,27.43,27.43,27.43,0.0,15,True,0,515,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html
Beauty Restored (Riley Family Legacy Novellas #3),beauty restored riley family legacy novellas 3,Default,3f69e667a67e54d9,2,11.11,11.11,11.11,0.0,15,True,0,195,https://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html
Batman: The Long Halloween (Batman),batman the long halloween batman,Sequential Art,7edc0527cf782e19,2,36.5,36.5,36.5,0.0,15,True,0,206,https://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/index.html
Batman: The Dark Knight Returns (Batman),batman the dark knight returns batman,Sequential Art,47271d8e08b5d31c,5,15.38,15.38,15.38,0.0,15,True,0,288,https://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/index.html
Ayumi's Violin,ayumi s violin,Default,05f7c6d9a4e582d3,2,15.48,15.48,15.48,0.0,15,True,0,140,https://books.toscrape.com/catalogue/ayumis-violin_791/index.html
Anonymous,anonymous,Default,d24b829be2ca81c4,4,46.82,46.82,46.82,0.0,15,True,0,180,https://books.toscrape.com/catalogue/anonymous_790/index.html
Amy Meets the Saints and Sages,amy meets the saints and sages,Default,7ebfa6c1bee69e1e,3,18.46,18.46,18.46,0.0,15,True,0,282,https://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html
Amid the Chaos,amid the chaos,Cultural,bb8245f52c7cce8f,1,36.58,36.58,36.58,0.0,15,True,0,242,https://books.toscrape.com/catalogue/amid-the-chaos_788/index.html
Amatus,amatus,Default,ffd54178acc9a6a5,5,50.54,50.54,50.54,0.0,15,True,0,57,https://books.toscrape.com/catalogue/amatus_787/index.html
Agnostic: A Spirited Manifesto,agnostic a spirited manifesto,Nonfiction,d195e7f4ed697350,5,12.51,12.51,12.51,0.0,15,True,0,268,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html
Zealot: The Life and Times of Jesus of Nazareth,zealot the life and times of jesus of nazareth,History,dd5bfa6cc2c0ecc3,3,24.7,24.7,24.7,0.0,14,True,0,429,https://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html
You (You #1),you you 1,Thriller,024387ca4cafd5cc,5,43.61,43.61,43.61,0.0,14,True,0,204,https://books.toscrape.com/catalogue/you-you-1_784/index.html
"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",wonder woman earth one volume one wonder woman earth one 1,Sequential Art,047097293bb4d1c0,4,37.34,37.34,37.34,0.0,14,True,0,145,https://books.toscrape.com/catalogue/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html
Wild Swans,wild swans,Young Adult,3fb15ace50d6142b,2,14.36,14.36,14.36,0.0,14,True,0,197,https://books.toscrape.com/catalogue/wild-swans_782/index.html
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,why the right went wrong conservatism from goldwater to the tea party and beyond,Politics,2b5054a4192e9b06,4,52.65,52.65,52.65,0.0,14,True,0,382,https://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,whole lotta creativity going on 60 fun and unusual exercises to awaken and strengthen your creativity,Nonfiction,44a10f1ac8ce822e,4,38.2,38.2,38.2,0.0,14,True,0,234,https://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html
What's It Like in Space?: Stories from Astronauts Who've Been There,what s it like in space stories from astronauts who ve been there,Nonfiction,6fd646a334e6e133,2,19.6,19.6,19.6,0.0,14,True,0,168,https://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html
"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",we are robin vol 1 the vigilante business we are robin 1,Sequential Art,92275cedf6d8ee15,1,53.9,53.9,53.9,0.0,14,True,0,144,https://books.toscrape.com/catalogue/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html
Walt Disney's Alice in Wonderland,walt disney s alice in wonderland,Childrens,6a31307a81e8f3a8,5,12.96,12.96,12.96,0.0,14,True,0,201,https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html
V for Vendetta (V for Vendetta Complete),v for vendetta v for vendetta complete,Default,4a1debca3135ff37,4,37.1,37.1,37.1,0.0,14,True,0,174,https://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html
Until Friday Night (The Field Party #1),until friday night the field party 1,Young Adult,aba2db9afb1469c7,2,46.31,46.31,46.31,0.0,14,True,0,264,https://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",unbroken a world war ii story of survival resilience and redemption,Default,76c84daa539426e2,2,45.95,45.95,45.95,0.0,14,True,0,333,https://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html
Twenty Yawns,twenty yawns,Childrens,1d6443ffba9dfd80,2,22.08,22.08,22.08,0.0,14,True,0,139,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html
Through the Woods,through the woods,Sequential Art,6e44bcbeac7f4360,2,25.38,25.38,25.38,0.0,14,True,0,48,https://books.toscrape.com/catalogue/through-the-woods_772/index.html
This Is Where It Ends,this is where it ends,Young Adult,f0f38174a7e689a3,2,27.12,27.12,27.12,0.0,14,True,0,134,https://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html
The Year of Magical Thinking,the year of magical thinking,Nonfiction,34c0d7c4ee5650af,2,43.04,43.04,43.04,0.0,14,True,0,300,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html
The Wright Brothers,the wright brothers,Default,08b2f71d93836313,4,56.8,56.8,56.8,0.0,14,True,0,369,https://books.toscrape.com/catalogue/the-wright-brothers_769/index.html
The White Queen (The Cousins' War #1),the white queen the cousins war 1,Add a comment,6875c5657661b2fb,5,25.91,25.91,25.91,0.0,14,True,0,293,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html
The Wedding Pact (The O'Malleys #2),the wedding pact the o malleys 2,Romance,c5cb9f885d8b3621,3,32.61,32.61,32.61,0.0,14,True,0,189,https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html
The Time Keeper,the time keeper,Fiction,e9906e2f0d189745,5,27.88,27.88,27.88,0.0,14,True,0,223,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html
The Testament of Mary,the testament of mary,Fiction,081305e6df719dff,4,52.67,52.67,52.67,0.0,14,True,0,269,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html
The Star-Touched Queen,the star touched queen,Fantasy,1528279aec1f3dce,5,46.02,46.02,46.02,0.0,14,True,0,272,https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html
The Songs of the Gods,the songs of the gods,Default,00c4543ec6bd25b4,5,44.48,44.48,44.48,0.0,14,True,0,172,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html
The Song of Achilles,the song of achilles,Add a comment,e88fb1c9397cfb27,5,37.4,37.4,37.4,0.0,14,True,0,179,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html
The Rosie Project (Don Tillman #1),the rosie project don tillman 1,Default,012094e90a4b908d,1,54.04,54.04,54.04,0.0,14,True,0,321,https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html
The Power of Habit: Why We Do What We Do in Life and Business,the power of habit why we do what we do in life and business,Default,6bdd909329435e80,3,16.88,16.88,16.88,0.0,14,True,0,470,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html
The Marriage of Opposites,the marriage of opposites,Historical Fiction,52cf2a5933ec5d8f,4,28.08,28.08,28.08,0.0,14,True,0,309,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html
The Lucifer Effect: Understanding How Good People Turn Evil,the lucifer effect understanding how good people turn evil,Psychology,4e812d32d64e2431,1,10.4,10.4,10.4,0.0,14,True,0,292,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html
The Long Haul (Diary of a Wimpy Kid #9),the long haul diary of a wimpy kid 9,Humor,f21effc079a2b38a,1,44.07,44.07,44.07,0.0,14,True,0,24,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html
The Loney,the loney,Horror,2d88a31f325dfd3b,1,23.4,23.4,23.4,0.0,14,True,0,190,https://books.toscrape.com/catalogue/the-loney_756/index.html
The Literature Book (Big Ideas Simply Explained),the literature book big ideas simply explained,Nonfiction,4881cc53f6c8892f,3,17.43,17.43,17.43,0.0,14,True,0,259,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html
The Last Mile (Amos Decker #2),the last mile amos decker 2,Mystery,3bc89353f7e3a3cc,2,54.21,54.21,54.21,0.0,14,True,0,263,https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html
The Immortal Life of Henrietta Lacks,the immortal life of henrietta lacks,Add a comment,f72f61ad6a5f12ed,2,40.67,40.67,40.67,0.0,14,True,0,253,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html
The Hidden Oracle (The Trials of Apollo #1),the hidden oracle the trials of apollo 1,Fantasy,992974ba6a0536ea,2,52.26,52.26,52.26,0.0,14,True,0,171,https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,the help yourself cookbook for kids 60 easy plant based recipes kids can make to stay healthy and save the earth,Food and Drink,ddc8340dabc8641b,3,28.77,28.77,28.77,0.0,14,True,0,301,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html
The Guilty (Will Robie #4),the guilty will robie 4,Thriller,847935fc68707426,2,13.82,13.82,13.82,0.0,14,True,0,391,https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html
The First Hostage (J.B. Collins #2),the first hostage j b collins 2,Fiction,a86972014275e072,3,25.85,25.85,25.85,0.0,14,True,0,213,https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html
The Dovekeepers,the dovekeepers,Add a comment,3d76bc83c6b644c9,1,48.78,48.78,48.78,0.0,14,True,0,247,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html
The Darkest Lie,the darkest lie,Young Adult,6edacfd1f8ebb9eb,5,35.35,35.35,35.35,0.0,14,True,0,230,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html
The Bane Chronicles (The Bane Chronicles #1-11),the bane chronicles the bane chronicles 1 11,Fantasy,dc6f688b82e42a5b,4,44.73,44.73,44.73,0.0,14,True,0,180,https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,the bad ass librarians of timbuktu and their race to save the world s most precious manuscripts,Nonfiction,923831a05c9f91f7,1,15.77,15.77,15.77,0.0,14,True,0,303,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html
The 14th Colony (Cotton Malone #11),the 14th colony cotton malone 11,Thriller,1b8187fa4bf6ab05,1,39.24,39.24,39.24,0.0,14,True,0,294,https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html
That Darkness (Gardiner and Renner #1),that darkness gardiner and renner 1,Mystery,0c7b9cf2b7662b65,1,13.92,13.92,13.92,0.0,14,True,0,259,https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html
Tastes Like Fear (DI Marnie Rome #3),tastes like fear di marnie rome 3,Mystery,2d1e337aaf341858,1,10.69,10.69,10.69,0.0,14,True,0,193,https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html
Take Me with You,take me with you,Fiction,2c04320e110a14a3,3,45.21,45.21,45.21,0.0,14,True,0,168,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html
Swell: A Year of Waves,swell a year of waves,Nonfiction,4c8b7540409da4ac,1,45.58,45.58,45.58,0.0,14,True,0,180,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),superman vol 1 before truth superman by gene luen yang 1,Sequential Art,ac8e3949d284e9a9,5,11.89,11.89,11.89,0.0,14,True,0,248,https://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html
Still Life with Bread Crumbs,still life with bread crumbs,Fiction,fe44cc816576c652,3,26.41,26.41,26.41,0.0,14,True,0,247,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html
Steve Jobs,steve jobs,Default,95019eac1c0a052f,5,39.5,39.5,39.5,0.0,14,True,0,131,https://books.toscrape.com/catalogue/steve-jobs_737/index.html
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,sorting the beef from the bull the science of food fraud forensics,Science,3edcccc4f341fb1a,4,44.74,44.74,44.74,0.0,14,True,0,277,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html
Someone Like You (The Harrisons #2),someone like you the harrisons 2,Contemporary,a278db6b2b09cf9f,5,52.79,52.79,52.79,0.0,14,True,0,201,https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",so cute it hurts vol 6 so cute it hurts 6,Sequential Art,394f6d30cafc3edb,4,35.43,35.43,35.43,0.0,14,True,0,210,https://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html
Shtum,shtum,Fiction,830fb3967c74866d,4,55.84,55.84,55.84,0.0,14,True,0,179,https://books.toscrape.com/catalogue/shtum_733/index.html
See America: A Celebration of Our National Parks & Treasured Sites,see america a celebration of our national parks treasured sites,Travel,f9705c362f070608,3,48.87,48.87,48.87,0.0,14,True,0,145,https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html
salt.,salt,Poetry,86cbddb61ea78bb7,4,46.78,46.78,46.78,0.0,14,True,0,30,https://books.toscrape.com/catalogue/salt_731/index.html
Robin War,robin war,Sequential Art,85b2176b3b194030,3,47.82,47.82,47.82,0.0,14,True,0,43,https://books.toscrape.com/catalogue/robin-war_730/index.html
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",red hood arsenal vol 1 open for business red hood arsenal 1,Sequential Art,31e2e2d9cca3778f,2,25.48,25.48,25.48,0.0,14,True,0,123,https://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html
Rain Fish,rain fish,Childrens,a6454e329f872b78,3,23.57,23.57,23.57,0.0,14,True,0,249,https://books.toscrape.com/catalogue/rain-fish_728/index.html
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",quarter life poetry poems for the young broke and hangry,Poetry,aa35446aab16017f,5,50.89,50.89,50.89,0.0,14,True,0,203,https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html
Pet Sematary,pet sematary,Horror,af58a74e4b2a23a0,3,10.56,10.56,10.56,0.0,14,True,0,131,https://books.toscrape.com/catalogue/pet-sematary_726/index.html
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",overload how to unplug unwind and unleash yourself from the pressure of stress,Self Help,8ecf0356a3878811,3,52.15,52.15,52.15,0.0,14,True,0,214,https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html
Once Was a Time,once was a time,Childrens,e34efcc824685332,2,18.28,18.28,18.28,0.0,14,True,0,182,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html
Old School (Diary of a Wimpy Kid #10),old school diary of a wimpy kid 10,Humor,02b74068fa98d8a4,5,11.83,11.83,11.83,0.0,14,True,0,79,https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,no dream is too high life lessons from a man who walked on the moon,Nonfiction,132ec5e8c984adef,2,21.95,21.95,21.95,0.0,14,True,0,334,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",naruto 3 in 1 edition vol 14 includes vols 40 41 42 naruto omnibus 14,Sequential Art,71e36f33981ddb74,2,38.39,38.39,38.39,0.0,14,True,0,158,https://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html
My Name Is Lucy Barton,my name is lucy barton,Fiction,727bf2b86b19ad88,1,41.56,41.56,41.56,0.0,14,True,0,219,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html
My Mrs. Brown,my mrs brown,Fiction,cc82685d9f49bc2c,3,24.48,24.48,24.48,0.0,14,True,0,374,https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html
My Kind of Crazy,my kind of crazy,Young Adult,137b0b2775701e11,1,40.36,40.36,40.36,0.0,14,True,0,200,https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html
Mr. Mercedes (Bill Hodges Trilogy #1),mr mercedes bill hodges trilogy 1,Fiction,caa2e5b3fb1b2d4c,1,28.9,28.9,28.9,0.0,14,True,0,268,https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html
More Than Music (Chasing the Dream #1),more than music chasing the dream 1,Add a comment,47d47155e89c8be7,2,37.61,37.61,37.61,0.0,14,True,0,183,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html
Made to Stick: Why Some Ideas Survive and Others Die,made to stick why some ideas survive and others die,Business,b96fc7a0ea7d4b45,5,38.85,38.85,38.85,0.0,14,True,0,302,https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html
Luis Paints the World,luis paints the world,Childrens,5b43cae640f2338a,3,53.95,53.95,53.95,0.0,14,True,0,147,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html
Luckiest Girl Alive,luckiest girl alive,Default,d512871626a5e588,3,49.83,49.83,49.83,0.0,14,True,0,214,https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html
Lowriders to the Center of the Earth (Lowriders in Space #2),lowriders to the center of the earth lowriders in space 2,Sequential Art,a10c7515834240f3,2,51.51,51.51,51.51,0.0,14,True,0,184,https://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html
Love Is a Mix Tape (Music #1),love is a mix tape music 1,Music,adb5f51c2e2ab13f,1,18.03,18.03,18.03,0.0,14,True,0,257,https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html
Looking for Lovely: Collecting the Moments that Matter,looking for lovely collecting the moments that matter,Nonfiction,24af96df0bafb925,5,29.14,29.14,29.14,0.0,14,True,0,261,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",living leadership by insight a good leader achieves a great leader builds monuments,Default,17fb5a88180f9904,4,46.91,46.91,46.91,0.0,14,True,0,284,https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html
Let It Out: A Journey Through Journaling,let it out a journey through journaling,Nonfiction,1174156c4a0eccaa,5,26.79,26.79,26.79,0.0,14,True,0,352,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html
Lady Midnight (The Dark Artifices #1),lady midnight the dark artifices 1,Default,708345c9897fd7c5,5,16.28,16.28,16.28,0.0,14,True,0,325,https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",it s all easy healthy delicious weeknight meals in under 30 minutes,Food and Drink,245e6bf08b8d2955,1,19.55,19.55,19.55,0.0,14,True,0,212,https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html
Island of Dragons (Unwanteds #7),island of dragons unwanteds 7,Fantasy,2b52334fab158861,1,29.65,29.65,29.65,0.0,14,True,0,186,https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,i know what i m doing and other lies i tell myself dispatches from a life under construction,Humor,b8a8ff84233f0570,4,25.98,25.98,25.98,0.0,14,True,0,287,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html
I Am Pilgrim (Pilgrim #1),i am pilgrim pilgrim 1,Fiction,aeff7b87a8e83ebb,4,10.6,10.6,10.6,0.0,14,True,0,136,https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",hyperbole and a half unfortunate situations flawed coping mechanisms mayhem and other things that happened,Humor,fbb21a2f71f4d981,5,14.75,14.75,14.75,0.0,14,True,0,188,https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html
"Hush, Hush (Hush, Hush #1)",hush hush hush hush 1,Default,6b6cd77fbc91b7a6,3,47.02,47.02,47.02,0.0,14,True,0,235,https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html
Hold Your Breath (Search and Rescue #1),hold your breath search and rescue 1,Romance,0b165bd4b9f42fd5,1,28.82,28.82,28.82,0.0,14,True,0,233,https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html
Hamilton: The Revolution,hamilton the revolution,Nonfiction,afa829857f82f99e,3,58.79,58.79,58.79,0.0,14,True,0,300,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html
Greek Mythic History,greek mythic history,Default,f201f263d8c23f97,5,10.23,10.23,10.23,0.0,14,True,0,206,https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html
God: The Most Unpleasant Character in All Fiction,god the most unpleasant character in all fiction,Religion,eec424a84c9e4c68,5,30.03,30.03,30.03,0.0,14,True,0,173,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html
Glory over Everything: Beyond The Kitchen House,glory over everything beyond the kitchen house,Historical Fiction,de4b403cb629a29f,3,45.84,45.84,45.84,0.0,14,True,0,363,https://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html
Feathers: Displays of Brilliant Plumage,feathers displays of brilliant plumage,Art,9194ae88379dbf1a,3,49.05,49.05,49.05,0.0,14,True,0,124,https://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",far away places on the brink of change seven continents twenty five years,Nonfiction,ac4dde0d1be05de0,4,15.06,15.06,15.06,0.0,14,True,0,267,https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html
Every Last Word,every last word,Default,a2bd4ca82d908442,3,46.47,46.47,46.47,0.0,14,True,0,297,https://books.toscrape.com/catalogue/every-last-word_693/index.html
Eligible (The Austen Project #4),eligible the austen project 4,Fiction,9eaf58b03a2779cc,3,27.09,27.09,27.09,0.0,14,True,0,262,https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html
El Deafo,el deafo,Sequential Art,27c5968fe43cc06e,5,57.62,57.62,57.62,0.0,14,True,0,250,https://books.toscrape.com/catalogue/el-deafo_691/index.html
Eight Hundred Grapes,eight hundred grapes,Fiction,1d6dd0c87d90fe92,4,14.39,14.39,14.39,0.0,14,True,0,177,https://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html
