upc,title,category,price_listing_gbp
cf2f27fdf94ba20e,The Lonely Ones,Childrens,43.59
18ad3ed896c7ce05,Join,Science Fiction,35.67
50b8f80311b31ede,"Nightingale, Sing",Young Adult,38.28
5c10b64db3e4f228,The Nicomachean Ethics,Philosophy,36.34
84bb29c53592ac40,Siddhartha,Fiction,34.22
f06039c29b5891fa,The Silkworm (Cormoran Strike #2),Mystery,23.05
33a3e0e3ffde0dcd,Code Name Verity (Code Name Verity #1),Add a comment,22.13
612369a5947a012e,Approval Junkie: Adventures in Caring Too Much,Autobiography,58.81
f201f263d8c23f97,Greek Mythic History,Default,10.23
fe7210553d56c097,The Expatriates,Fiction,44.58
88c21fcd38e2486e,Dark Notes,Erotica,19.19
281a244ce1954711,Seven Brief Lessons on Physics,Science,30.6
8d455c7539795d2a,"We Love You, Charlie Freeman",Fiction,50.27
725cd8d23d78cdca,Meternity,Womens Fiction,43.58
5b2cd5b31a510848,Sarah's Key,Add a comment,46.29
3455b45888fb5053,Icing (Aces Hockey #2),Sports and Games,40.44
4be9d1910f8a4e80,13 Hours: The Inside Account of What Really Happened In Benghazi,Nonfiction,27.06
6f2c0a9adbb2bca9,The Selfish Gene,Science,29.45
35e44170702139a4,Sense and Sensibility,Classics,37.46
9eaf58b03a2779cc,Eligible (The Austen Project #4),Fiction,27.09
d2185b65af52d68c,"The Suffragettes (Little Black Classics, #96)",Nonfiction,11.89
228ba5e7577e1d49,"1,000 Places to See Before You Die",Travel,26.08
1774749f2cee292f,Charlie and the Chocolate Factory (Charlie Bucket #1),Childrens,22.85
4807043b8218e9ce,Counted With the Stars (Out from Egypt #1),Christian Fiction,17.97
3a11bb962ff45b78,Doing It Over (Most Likely To #1),Romance,35.61
9c96cd1329fbd82d,The Zombie Room,Default,19.69
1174156c4a0eccaa,Let It Out: A Journey Through Journaling,Nonfiction,26.79
11809b1d323b3057,orange: The Complete Collection 1 (orange: The Complete Collection #1),Sequential Art,48.41
def389ddfda6991b,Where Lightning Strikes (Bleeding Stars #3),Romance,39.77
9b65f676984c9f0c,Balloon Animals,Fiction,17.03
cb65e49993db9a93,Notes from a Small Island (Notes From a Small Island #1),Nonfiction,40.17
190fbebbf798c31a,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Humor,55.5
56e4f9eab2e8e674,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,Business,27.55
0e0da9192a025efc,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Food and Drink,50.62
0812f54c93d726ce,Can You Keep a Secret?,Womens Fiction,21.94
d33824cb93ecab6f,The Golden Compass (His Dark Materials #1),Add a comment,18.77
a10c7515834240f3,Lowriders to the Center of the Earth (Lowriders in Space #2),Sequential Art,51.51
9ffa38d3b832433a,Online Marketing for Busy Authors: A Step-By-Step Guide,Self Help,46.35
38f776ab9118aed7,The Secret Healer,Historical Fiction,34.56
f0512adadffd2480,The Odyssey,Add a comment,29.64
2a97cffe61c3c4c7,Her Backup Boyfriend (The Sorensen Family #1),Romance,33.97
d5e1a9bfe22bbf9f,"Lean In: Women, Work, and the Will to Lead",Default,25.02
bfbb54bc8cdeed2b,Cell,Add a comment,20.29
1c89ae5bb804e4de,I am a Hero Omnibus Volume 1,Sequential Art,54.63
46c1530d7546ea6d,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",Food and Drink,42.16
a57b1dcbd6849222,Close to You,Christian Fiction,49.46
ddc8340dabc8641b,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Food and Drink,28.77
45033bdf3d9ed158,The Gunning of America: Business and the Making of American Gun Culture,Nonfiction,16.81
6e712ea24e77bd96,Listen to Me (Fusion #1),Romance,58.99
c8614adb1a90b027,The Name of the Wind (The Kingkiller Chronicle #1),Default,50.59
ff6bb30dd0c482a6,The Husband's Secret,Fiction,52.51
b5da59dd177eb36b,The Guns of August,History,14.54
f733e8c19d40ec2e,A Murder in Time,Mystery,16.64
16ef91b9d827859c,Buying In: The Secret Dialogue Between What We Buy and Who We Are,Nonfiction,37.8
d6d98d3508c30f57,This One Moment (Pushing Limits #1),Romance,48.71
cc1936a9f4e93477,A Summer In Europe,Travel,44.34
f701fae56b645ef7,The Power Greens Cookbook: 140 Delicious Superfood Recipes,Food and Drink,11.05
ca74f2e3c35a3e77,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Science,55.91
d69dd8dac66f9f84,Louisa: The Extraordinary Life of Mrs. Adams,Biography,16.85
116a2fdc9a45bab0,Frostbite (Vampire Academy #2),Young Adult,29.99
8776181be110838a,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Default,20.9
7ae099f3898e0209,Unicorn Tracks,Fantasy,18.78
5e1a88d248599768,Lola and the Boy Next Door (Anna and the French Kiss #2),Young Adult,23.63
e77594ece9b9d1fe,The Alien Club,Young Adult,54.4
09659d1639a1f978,The End of the Jesus Era (An Investigation #1),Nonfiction,14.4
4c28def39d850cdf,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,Nonfiction,40.3
5eff05e59f905a49,Girl With a Pearl Earring,Historical Fiction,26.77
c181ca8eabe7d18c,A Hero's Curse (The Unseen Chronicles #1),Add a comment,50.49
19ed25f4641d5efd,"In a Dark, Dark Wood",Mystery,19.63
54fc03f1e1d355db,The Diary of a Young Girl,Nonfiction,59.9
71e36f33981ddb74,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",Sequential Art,38.39
96aa539bfd4c07e2,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Health,49.71
9c4d061c1e2fe6bf,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),Thriller,59.71
b716233fcb6877e6,The 5th Wave (The 5th Wave #1),Default,11.83
0bfdef63285d3019,Hystopia: A Novel,Fiction,21.96
35a60467893aa168,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",Sequential Art,39.39
49f24193f0b961e6,The Stand,Horror,57.86
05f7c6d9a4e582d3,Ayumi's Violin,Default,15.48
590a9cccf7db9f7d,Throne of Glass (Throne of Glass #1),Fantasy,35.07
fd8585283fc7d2d7,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,Womens Fiction,57.36
3fb69f34e178d494,Beowulf,Classics,38.35
e98a4efa85070c2f,The Psychopath Test: A Journey Through the Madness Industry,Default,36.0
c7b5183f4d1d4efe,The Murder of Roger Ackroyd (Hercule Poirot #4),Mystery,44.1
52aa3d79b1cee455,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,Nonfiction,50.66
3eec766dda26fa64,The New Drawing on the Right Side of the Brain,Art,43.02
5ceb951f629700a2,Burning,Young Adult,28.81
919e7cb2269a25d2,Becoming Wise: An Inquiry into the Mystery and Art of Living,Nonfiction,27.43
d5c588b6f9c015e4,Gone Girl,Default,37.6
c7c4f55b7321cba7,Harry Potter and the Chamber of Secrets (Harry Potter #2),Fantasy,14.74
2798974abc8a58a8,Candide,Classics,58.63
4eed62cf5f8d8edf,The Torch Is Passed: A Harding Family Story,Add a comment,19.09
7858914fad68493c,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Nonfiction,31.12
c2e46a2ee3b4a322,Chase Me (Paris Nights #2),Romance,25.27
9528d0948525bf5f,Birdsong: A Story in Pictures,Childrens,54.64
60376aa71be66083,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Nonfiction,59.45
5a7ff9aaa3168878,Wuthering Heights,Classics,17.73
904208d6aa64b655,Aladdin and His Wonderful Lamp,Default,53.13
d219d4e325e6f204,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),Default,36.55
23707d3ddf14a999,The Complete Poems,Add a comment,41.32
e4c7f3487d17fd42,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,Food and Drink,37.34
1451b55e5e56bb89,Animal Farm,Classics,57.22
5b987e54ee72525c,City of Bones (The Mortal Instruments #1),Default,43.28
230ac636ea0ea415,Bright Lines,Fiction,39.07
e6af5bf1163c1151,Soul Reader,Default,39.58
61569d12d4ae7161,If I Run (If I Run #1),Christian Fiction,49.97
91eb9605998a7c03,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",Sequential Art,55.55
f935412970c9f58f,The Good Girl,Default,49.03
6036239d2ab349b7,Peak: Secrets from the New Science of Expertise,Science,16.28
4b8fa561a1e52d1c,The Art Book,Art,32.34
1be6d3b121865edb,The Cuckoo's Calling (Cormoran Strike #1),Mystery,19.21
460f97a346b44bac,Three Wishes (River of Time: California #1),Science Fiction,44.18
719d72f3ee512dc6,"Thinking, Fast and Slow",Psychology,21.14
8930013d06942df1,The Beast (Black Dagger Brotherhood #14),Fantasy,46.08
dd5bfa6cc2c0ecc3,Zealot: The Life and Times of Jesus of Nazareth,History,24.7
e4f74c16de34d440,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,Science,57.36
6bdd909329435e80,The Power of Habit: Why We Do What We Do in Life and Business,Default,16.88
d326e189b1210916,The Joy of Cooking,Add a comment,43.27
670a2773607d785d,It,Horror,25.01
28921443f052bea6,Running with Scissors,Autobiography,12.91
fd3a622648667296,The Vacationers,Fiction,42.15
92dcc54a27107a37,The Girl with All the Gifts,Horror,49.47
eb0fe24bbc845ecc,"Giant Days, Vol. 1 (Giant Days #1-4)",Sequential Art,56.76
acd86a5426e21ca0,The Gutsy Girl: Escapades for Your Life of Epic Adventure,Nonfiction,37.13
abbb492978ff656d,The Secret Garden,Classics,15.08
3b1c02bac2a429e6,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Sequential Art,52.29
e564c3f1a93ccf2e,Forever Rockers (The Rocker #12),Music,28.8
74baabfc8fd84b38,Bossypants,Default,49.46
bb967277222e689c,Adultery,Default,20.88
8bbd7df8a324f31d,My Kitchen Year: 136 Recipes That Saved My Life,Food and Drink,11.53
999912e63a3262ae,Barefoot Contessa Back to Basics,Food and Drink,28.01
ee6c67859d70186b,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",Default,10.41
2f0213137a80d485,Searching for Meaning in Gailana,Fantasy,38.73
f2c8f4b4c94d5c5c,A Feast for Crows (A Song of Ice and Fire #4),Fantasy,17.21
889139b8e9c4cb36,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",Sequential Art,15.44
961f18db4f138211,The Secret (The Secret #1),Default,27.37
db84624b151cbe06,No Love Allowed (Dodge Cove #1),Young Adult,54.65
132ec5e8c984adef,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,Nonfiction,21.95
4ec53ff7e2263f32,Life After Life,Default,26.13
142d767a56a9254d,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",Food and Drink,56.41
e0b3a679b83caccc,The Raven Boys (The Raven Cycle #1),Fantasy,57.74
a11ae5f07572ef49,Stiff: The Curious Lives of Human Cadavers,Nonfiction,36.74
df6a7c43faa6732b,Future Shock (Future Shock #1),Young Adult,55.65
4c8ece50736f9e88,Red: The True Story of Red Riding Hood,Childrens,28.54
b461cf238506c5b8,Career of Evil (Cormoran Strike #3),Mystery,24.72
f72f61ad6a5f12ed,The Immortal Life of Henrietta Lacks,Add a comment,40.67
44f545727e704187,Kill the Boy Band,Young Adult,15.52
af96613fdd793a3c,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),Default,10.76
7ce5a92baabb6bc0,Morning Star (Red Rising #3),Default,29.4
7bf87402413c27ff,Annie on My Mind,Young Adult,36.83
0268f149d014b389,Travels with Charley: In Search of America,Nonfiction,57.82
7edc0527cf782e19,Batman: The Long Halloween (Batman),Sequential Art,36.5
813cff2aefa5d1f0,The Undomestic Goddess,Womens Fiction,45.75
0e095ed785af7e43,Suzie Snowflake: One beautiful flake (a self-esteem story),Novels,54.81
e9056f9b5a40a301,Midnight Riot (Peter Grant/ Rivers of London - books #1),Fantasy,55.46
5674a18a29a43ced,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",Food and Drink,30.52
b04a6a0db525857d,The Autobiography of Malcolm X,Default,23.43
7e9579921e5407cb,Cinder (The Lunar Chronicles #1),Young Adult,26.09
4c8b7540409da4ac,Swell: A Year of Waves,Nonfiction,45.58
6b32b561dab8036c,I've Got Your Number,Womens Fiction,19.69
bade9943ee01b63f,Lilac Girls,Historical Fiction,17.28
9147c5251cc99eb1,The Story of Art,Art,41.14
468bd274ac084bb9,Darkfever (Fever #1),Fantasy,56.02
ac337893a9fe0085,Harry Potter and the Sorcerer's Stone (Harry Potter #1),Default,13.9
e34efcc824685332,Once Was a Time,Childrens,18.28
f2df3bb043a8abb0,"Giant Days, Vol. 2 (Giant Days #5-8)",Sequential Art,22.11
df56868afd166557,"Eat, Pray, Love",Nonfiction,51.32
81d4191030b9704b,Misery,Horror,34.79
774fa432bd7d9c47,The Rise and Fall of the Third Reich: A History of Nazi Germany,History,39.67
1b0fc9f777cad045,"Carry On, Warrior: Thoughts on Life Unarmed",Default,31.85
0c7b9cf2b7662b65,That Darkness (Gardiner and Renner #1),Mystery,13.92
20789fb17b423c4c,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),Mystery,52.3
5de4baa88061a77a,Outlander (Outlander #1),Default,19.67
81c68492ccd72941,Maybe Something Beautiful: How Art Transformed a Neighborhood,Childrens,22.54
e2dac1f4739e0bd5,The Giver (The Giver Quartet #1),Default,12.3
70b585c9d0f15725,Needful Things,Horror,47.51
c0fc0cd215ee1724,Out of Print: City Lights Spotlight No. 14,Poetry,53.64
2b52334fab158861,Island of Dragons (Unwanteds #7),Fantasy,29.65
c039f5aceb093537,Most Wanted,Mystery,35.28
04e43893e32f9d29,The Light of the Fireflies,Add a comment,54.43
bbf1ea50be8008ab,I Will Find You,Nonfiction,44.21
da0349a87c8caa2f,Are We Smart Enough to Know How Smart Animals Are?,Nonfiction,56.58
a3d2a4250807f1e9,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,History,19.73
aaebac5fda798b1b,Changing the Game (Play by Play #2),Romance,13.38
faf841f81c52638b,Better Homes and Gardens New Cook Book,Food and Drink,39.61
8e2dfd6bcf48e1e6,Packing for Mars: The Curious Science of Life in the Void,Default,56.68
e25164e5b3fe208b,Starlark,Historical Fiction,25.83
42d0d7c92b75fc1c,The Genius of Birds,Nonfiction,17.24
44a10f1ac8ce822e,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,Nonfiction,38.2
2e5b4ff08a75fd02,World Without End (The Pillars of the Earth #2),Historical Fiction,32.97
a6f99b9e687f9d46,How to Be Miserable: 40 Strategies You Already Use,Self Help,46.03
630e766f0a1987dd,Fool Me Once,Default,16.96
e63c3f25338baf9a,Twenty Love Poems and a Song of Despair,Poetry,30.95
ffdc825785c0ede8,Art Ops Vol. 1,Sequential Art,48.8
57e5a4d515c8ce44,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),Sequential Art,19.92
0cf57cb49272fd37,Kierkegaard: A Christian Missionary to Christians,Philosophy,47.13
4729afff3bea0f0a,Man's Search for Meaning,Nonfiction,29.48
d6670dfe3e7b42bd,The Emerald Mystery,Default,23.15
ef9c4f2465513956,Are We There Yet?,Childrens,10.66
b63ea3f7a57ae099,Stars Above (The Lunar Chronicles #4.5),Young Adult,48.05
b8736690cf263a3c,Tuesday Nights in 1980,Fiction,21.04
245e6bf08b8d2955,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",Food and Drink,19.55
40cdcbb7692fd408,Life of Pi,Default,13.22
599a4f98bb193368,Under the Banner of Heaven: A Story of Violent Faith,Nonfiction,30.0
b96fc7a0ea7d4b45,Made to Stick: Why Some Ideas Survive and Others Die,Business,38.85
a2475a245c9907c4,Smarter Faster Better: The Secrets of Being Productive in Life and Business,Nonfiction,38.89
14e44163678e24dc,The Midnight Watch: A Novel of the Titanic and the Californian,Add a comment,26.2
fff8a057a40c4a60,The Haters,Young Adult,27.89
bcbcbcf0f6ed196f,"Paper Girls, Vol. 1 (Paper Girls #1-5)",Sequential Art,21.71
77e9ea355bd8ae57,Brazen: The Courage to Find the You That's Been Hiding,Nonfiction,19.22
a9aa3ed5b316470b,"Friday Night Lights: A Town, a Team, and a Dream",Sports and Games,51.22
9beb96a2300109d7,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,Historical Fiction,29.69
eb7459e0c570251d,The Girl You Left Behind (The Girl You Left Behind #1),Historical,15.79
515cb8fcafb1ad98,Troublemaker: Surviving Hollywood and Scientology,Default,48.39
bc2a85fd35fdc7bd,Thirteen Reasons Why,Default,52.72
1c584f82a7a1c4f0,The Art of Startup Fundraising,Business,21.0
331c26103d885cae,South of Sunshine,Young Adult,28.93
bee6e93e9976f4fa,Shadows of the Past (Logan Point #1),Christian Fiction,39.67
8486f61aa81a3daa,"Rich Dad, Poor Dad",Business,51.74
1d6443ffba9dfd80,Twenty Yawns,Childrens,22.08
0072b94dfa30608e,Deep Under (Walker Security #1),Romance,47.09
44d97b6707dae3f0,Rook,Add a comment,37.86
ac4dde0d1be05de0,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",Nonfiction,15.06
4e78f06160b717ac,Finding God in the Ruins: How God Redeems Pain,Nonfiction,46.64
3213b1f13f5f0f7c,The Grand Design,Science,13.76
3bebf34ee9330cbd,The Third Wave: An Entrepreneur’s Vision of the Future,Business,12.61
05a61a3bd8ca4149,Playing with Fire,Mystery,13.71
46cb43c2ab133ccc,An Unquiet Mind: A Memoir of Moods and Madness,Psychology,21.3
2d88a31f325dfd3b,The Loney,Horror,23.4
cfe350b20d23b02b,And Then There Were None,Classics,35.01
ad5e078beceaeb4a,"Blue Lily, Lily Blue (The Raven Cycle #3)",Default,34.13
c6ca293d4810e0d5,The Dinner Party,Fiction,56.54
2a9fcb3382d351c8,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),Food and Drink,46.01
abdd91e96515a617,Poisonous (Max Revere Novels #3),Mystery,26.8
ce6396b0f23f6ecc,Set Me Free,Young Adult,17.46
35e69a79d2b1e804,"The Land of 10,000 Madonnas",Young Adult,29.64
63ee5bc46066a8a8,A Study in Scarlet (Sherlock Holmes #1),Mystery,16.73
08db62f24627e71f,The Matchmaker's Playbook (Wingmen Inc. #1),New Adult,55.85
a96404cb928895f3,Charity's Cross (Charles Towne Belles #4),Romance,41.24
73f71f9556442117,Eclipse (Twilight #3),Default,18.74
224fa77d4b248046,The Tipping Point: How Little Things Can Make a Big Difference,Add a comment,10.02
8f5d16a5a9bd58b2,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),Add a comment,57.48
a4ce39a3720cd679,My Mother Was Nuts,Nonfiction,31.63
23356462d1320d61,In Her Wake,Thriller,12.84
f6d967cdadc6fbd9,Done Rubbed Out (Reightman & Bailey #1),Default,37.72
fe44cc816576c652,Still Life with Bread Crumbs,Fiction,26.41
31f5bbf4974d29c9,Some Women,Womens Fiction,13.73
4a0b78598b42897a,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,Default,34.72
ee441c8e027caa66,The Obsession,Romance,45.43
28b2df9fadc9f07e,"Mother, Can You Not?",Nonfiction,16.89
feaaae90514eb2ac,Soldier (Talon #3),Fantasy,24.72
95cdfd514098c38b,Blood Defense (Samantha Brinkman #1),Mystery,20.3
460089f796fb3f82,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",Sequential Art,46.91
1812b8f5641287e3,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",History,43.7
50d5a7b861ed1c54,Tell Me Three Things,Young Adult,41.81
cf3b86489890b9f2,A Girl's Guide to Moving On (New Beginnings #2),Romance,31.3
2ed3a794a70aa85f,Fire Bound (Sea Haven/Sisters of the Heart #5),Add a comment,21.28
6baac632f7711e26,Modern Day Fables,Default,47.44
a01f6d368ef64dc5,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",Nonfiction,51.75
a30b270e25489e5c,The Electric Pencil: Drawings from Inside State Hospital No. 3,Nonfiction,56.06
bcee4f289ff6699c,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Nonfiction,30.48
30a7f60cd76ca58c,Shakespeare's Sonnets,Poetry,20.66
668fe56b17cfcd4f,Penny Maybe,Default,33.29
bcf567421c581f0a,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",Nonfiction,32.35
59a8ae019b64f2a7,Shiver (The Wolves of Mercy Falls #1),Default,16.23
6fa3ea52c8e31e06,New Moon (Twilight #2),Young Adult,12.86
42b0c50fc44140ec,Clockwork Angel (The Infernal Devices #1),Default,44.14
a7c3f1010d64799a,Into the Wild,Nonfiction,56.7
546da23278482b0a,Manuscript Found in Accra,Add a comment,34.98
985991708c47003e,"The Sleep Revolution: Transforming Your Life, One Night at a Time",Nonfiction,11.68
4c82371b8cd02d4d,King's Folly (The Kinsman Chronicles #1),Fantasy,39.61
28cf0d1c51b491e5,Cometh the Hour (The Clifton Chronicles #6),Fiction,25.01
7e9068872228c474,Dress Your Family in Corduroy and Denim,Humor,43.68
f36d24c309e87e5b,An Abundance of Katherines,Young Adult,10.0
e656e280bc8edd56,Romero and Juliet: A Tragic Tale of Love and Zombies,Default,36.94
00c4543ec6bd25b4,The Songs of the Gods,Default,44.48
edb3097e71330040,Finders Keepers (Bill Hodges Trilogy #2),Fiction,53.53
fa9610a50a1bf149,Masks and Shadows,Fantasy,56.4
97258f576d4bb672,"Fruits Basket, Vol. 6 (Fruits Basket #6)",Sequential Art,20.96
9ed7090d8fa690b0,Shatter Me (Shatter Me #1),Default,42.4
b783ce08802cd1d1,Off the Hook (Fishing for Trouble #1),Romance,47.67
70c7c3ca7f9b2728,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Business,33.92
fec06f52054ea900,The Dream Thieves (The Raven Cycle #2),Default,34.5
bbfc4a3b7b6c94a0,Breaking Dawn (Twilight #4),Default,35.28
a18a4f574854aced,Libertarianism for Beginners,Politics,51.33
3301af038a720587,The Complete Maus (Maus #1-2),Sequential Art,10.64
67dea6c75d6a1075,Best of My Love (Fool's Gold #20),Romance,27.41
2ac720f76384c57e,"Skip Beat!, Vol. 01 (Skip Beat! #1)",Sequential Art,42.12
eec424a84c9e4c68,God: The Most Unpleasant Character in All Fiction,Religion,30.03
966ebb738e0f9d9b,City of Glass (The Mortal Instruments #3),Fantasy,56.02
ad84f18659e6bfe2,The Firm,Fiction,45.56
1de75f05d57bfc10,Letter to a Christian Nation,Nonfiction,22.2
1b33663ad7b95fd8,So You've Been Publicly Shamed,Nonfiction,12.23
5a0d2e9284004266,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",Nonfiction,28.45
9194ae88379dbf1a,Feathers: Displays of Brilliant Plumage,Art,49.05
17fb5a88180f9904,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",Default,46.91
4ce91d31c1e57c33,Hollow City (Miss Peregrine’s Peculiar Children #2),Fantasy,42.98
aa35446aab16017f,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",Poetry,50.89
c65ee14957c0fa5c,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Nonfiction,28.23
209adad1015af86f,The Omnivore's Dilemma: A Natural History of Four Meals,Nonfiction,38.21
6478ccb4416e6a5d,The Barefoot Contessa Cookbook,Food and Drink,59.92
78a4ac98191ac675,Atlas Shrugged,Fiction,26.58
c40b70e0f6d80189,The Mirror & the Maze (The Wrath and the Dawn #1.5),Fantasy,29.38
75cc85cdbe9ad46b,Evicted: Poverty and Profit in the American City,Add a comment,42.27
72e6fbf4f6382557,"Fruits Basket, Vol. 1 (Fruits Basket #1)",Sequential Art,40.28
abeafe151a587d3b,The Long Shadow of Small Ghosts: Murder and Memory in an American City,Crime,10.97
fd78f89878479f56,My Perfect Mistake (Over the Top #1),Romance,38.92
235fa48eeed11d82,The Golden Condom: And Other Essays on Love Lost and Found,Psychology,39.43
2e69730561ed70ad,Emma,Classics,32.93
e46a164cf310fd7d,Silence in the Dark (Logan Point #4),Suspense,58.33
49b24c6a41b82bd2,Boar Island (Anna Pigeon #19),Mystery,59.48
637e5a45062aa548,Life,Music,31.58
588ba85ff11a3263,Extreme Prey (Lucas Davenport #26),Mystery,25.4
ed813a848580ba50,Fifty Shades Freed (Fifty Shades #3),Adult Fiction,15.36
011674f4a3834b8d,The Passion of Dolssa,Historical Fiction,28.32
5d55202da0252627,World War Z: An Oral History of the Zombie War,Default,21.8
842790dfaa937484,A Fierce and Subtle Poison,Young Adult,28.13
6f78a0d744c35456,Security,Horror,39.25
6c4646d90b60a56c,Inferno (Robert Langdon #4),Fiction,41.0
c5cb9f885d8b3621,The Wedding Pact (The O'Malleys #2),Romance,32.61
ba047a636b7d3793,Team of Rivals: The Political Genius of Abraham Lincoln,Add a comment,20.12
dac9d1e654fac737,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",Sequential Art,36.52
bfa9cb304075d3e8,The Girl Who Played with Fire (Millennium Trilogy #2),Default,22.14
924438fc6cbec836,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",Food and Drink,11.38
3d15714d4d3d15dd,The Thing About Jellyfish,Childrens,48.77
984b3b6e7479b571,Golden (Heart of Dread #3),Young Adult,42.21
c1afd71fc86bf682,Large Print Heart of the Pride,Default,19.15
fe0f34ebed689381,In Cold Blood,Nonfiction,49.98
796c87ddbbaaf8c5,You Are What You Love: The Spiritual Power of Habit,Religion,21.87
d163dd6c352fbcd2,Grumbles,Default,22.16
9ff997ab15713e53,On the Road (Duluoz Legend),Default,32.36
0ff9d10864db8364,The Whale,Childrens,35.96
5faefdc861684eb1,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",Sequential Art,54.12
b5953ca1f8a0b8d7,Grey (Fifty Shades #4),Womens Fiction,48.49
6b52904b2ab91bf6,"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",Philosophy,29.93
6ffb36aaeff1c81e,Drive: The Surprising Truth About What Motivates Us,Default,34.95
9afd00e81d6208e6,The Martian (The Martian #1),Default,41.39
b22362b434e8ee62,The Day the Crayons Came Home (Crayons),Childrens,26.33
727bf2b86b19ad88,My Name Is Lucy Barton,Fiction,41.56
97b8f130d32e9f4e,Girl Online On Tour (Girl Online #2),Young Adult,53.47
b53078de0147f6bf,Twilight (Twilight #1),Default,41.93
6b6cd77fbc91b7a6,"Hush, Hush (Hush, Hush #1)",Default,47.02
784bc2279baa878d,My Paris Kitchen: Recipes and Stories,Food and Drink,33.37
ddbc5530d2939d49,God Is Not Great: How Religion Poisons Everything,Nonfiction,27.8
2efa5a839e62b1bd,The Makings of a Fatherless Child,Default,31.58
034829ffdd0a0aea,Is Everyone Hanging Out Without Me? (And Other Concerns),Default,20.11
816180220e8cb419,Born for This: How to Find the Work You Were Meant to Do,Business,21.59
2858ac90c4758e1f,The Art of Fielding,Fiction,22.1
f28f7299d38c0932,Imperfect Harmony,Romance,34.74
29fc016c459aeb14,The Edge of Reason (Bridget Jones #2),Womens Fiction,19.18
3edcccc4f341fb1a,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,Science,44.74
